user_id,event_name,event_timestamp,plan_selected,order_value_usd,platform
U100016,workspace_created,2025-03-01 06:31:00,,,android
U100016,team_invite_sent,2025-03-06 06:31:00,,,Web
U100018,landing_page_view,2025-01-20 03:48:00,,,ios
U100018,signup_started,2025-01-21 16:48:00,,,Web
U100018,signup_completed,2025-01-21 21:46:00,,,web
U100018,workspace_created,2025-01-29 20:46:00,,,
U100018,team_invite_sent,2025-02-06 20:46:00,,,ios
U100018,trial_started,2025-02-16 20:46:00,Pro,,Web
U100020,landing_page_view,2025-04-21 06:30:00,,,
U100020,signup_started,2025-04-22 12:30:00,,,
U100020,signup_completed,2025-04-22 13:08:00,,,
U100020,workspace_created,2025-04-30 11:08:00,,,Web
U100020,team_invite_sent,2025-05-09 11:08:00,,,web
U100021,landing_page_view,2025-06-24 13:35:00,,,ios
U100021,signup_started,2025-06-24 19:35:00,,,Web
U100021,signup_completed,2025-06-24 22:33:00,,,ios
U100021,workspace_created,2025-07-04 20:33:00,,,Web
U100021,team_invite_sent,2025-07-11 20:33:00,,,Web
U100022,landing_page_view,2025-05-01 02:00:00,,,android
U100022,signup_started,2025-05-01 15:00:00,,,
U100022,signup_completed,2025-05-01 20:06:00,,,android
U100022,workspace_created,2025-05-08 10:06:00,,,Web
U100022,team_invite_sent,2025-05-13 10:06:00,,,ios
U100023,landing_page_view,2025-01-04 08:05:00,,,
U100023,signup_started,2025-01-04 20:05:00,,,
U100023,signup_completed,2025-01-05 01:13:00,,,
U100023,workspace_created,2025-01-15 01:13:00,,,
U100023,team_invite_sent,2025-01-24 01:13:00,,,
U100023,trial_started,2025-01-24 01:13:00,Enterprise,,web
U100023,subscription_started,2025-01-27 01:13:00,Team,71.15,web
U100024,landing_page_view,2025-05-15 18:30:00,,,ios
U100024,signup_started,2025-05-16 05:30:00,,,Web
U100024,signup_completed,2025-05-16 10:48:00,,,ios
U100024,workspace_created,2025-05-21 12:48:00,,,Web
U100024,team_invite_sent,2025-05-24 12:48:00,,,android
U100025,landing_page_view,2025-06-29 06:16:00,,,Web
U100025,signup_started,2025-06-30 11:16:00,,,ios
U100025,signup_completed,2025-06-30 17:05:00,,,android
U100025,workspace_created,2025-07-06 13:05:00,,,android
U100025,team_invite_sent,2025-07-08 13:05:00,,,ios
U100025,trial_started,2025-07-21 13:05:00,Enterprise,,web
U100027,landing_page_view,2025-01-08 08:03:00,,,web
U100027,signup_started,2025-01-08 12:03:00,,,Web
U100027,signup_completed,2025-01-08 13:47:00,,,Web
U100027,workspace_created,2025-01-18 20:47:00,,,android
U100027,team_invite_sent,27-01-2025 20:47,,,android
U100028,landing_page_view,2025-01-05 00:31:00,,,Web
U100028,signup_started,2025-01-06 16:31:00,,,android
U100029,landing_page_view,2025-06-02 01:02:00,,,
U100029,signup_started,2025-06-02 16:02:00,,,Web
U100030,landing_page_view,2025-02-03 22:14:00,,,Web
U100030,signup_started,2025-02-05 05:14:00,,,ios
U100030,signup_completed,2025-02-05 10:01:00,,,android
U100030,workspace_created,2025-02-16 03:01:00,,,
U100030,team_invite_sent,2025-02-19 03:01:00,,,ios
U100032,landing_page_view,2025-02-05 16:18:00,,,android
U100032,signup_started,2025-02-06 06:18:00,,,web
U100032,signup_completed,2025-02-06 09:29:00,,,web
U100033,landing_page_view,2025-04-27 01:26:00,,,android
U100033,signup_started,28-04-2025 23:26,,,Web
U100035,landing_page_view,2025-06-28 16:47:00,,,android
U100035,signup_started,2025-06-30 06:47:00,,,Web
U100038,landing_page_view,2025-06-23 13:15:00,,,Web
U100038,signup_started,2025-06-24 22:15:00,,,android
U100038,signup_completed,2025-06-25 03:37:00,,,ios
U100038,workspace_created,2025-06-30 23:37:00,,,ios
U100038,team_invite_sent,2025-07-07 23:37:00,,,android
U100038,trial_started,2025-07-19 23:37:00,Team,,Web
U100039,landing_page_view,2025-03-04 05:06:00,,,ios
U100039,signup_started,2025-03-05 08:06:00,,,ios
U100039,signup_completed,2025-03-05 08:17:00,,,ios
U100039,workspace_created,2025-03-17 16:17:00,,,web
U100039,team_invite_sent,2025-03-25 16:17:00,,,
U100041,landing_page_view,07-06-2025 10:56,,,web
U100041,signup_started,08-06-2025 18:56,,,ios
U100041,signup_completed,2025-06-09 00:21:00,,,android
U100041,workspace_created,11-06-2025 13:21,,,ios
U100041,team_invite_sent,15-06-2025 13:21,,,ios
U100042,landing_page_view,2025-04-28 03:12:00,,,
U100042,signup_started,2025-04-29 23:12:00,,,android
U100042,signup_completed,2025-04-30 00:59:00,,,web
U100043,landing_page_view,2025-06-14 12:51:00,,,ios
U100043,signup_started,2025-06-17 00:51:00,,,Web
U100043,signup_completed,17-06-2025 06:26,,,Web
U100043,workspace_created,2025-06-29 23:26:00,,,
U100043,team_invite_sent,2025-07-05 23:26:00,,,
U100043,trial_started,2025-07-05 23:26:00,Enterprise,,
U100044,landing_page_view,2025-02-04 16:21:00,,,web
U100044,signup_started,2025-02-06 06:21:00,,,Web
U100044,signup_completed,2025-02-06 08:11:00,,,Web
U100044,workspace_created,2025-02-09 23:11:00,,,web
U100044,team_invite_sent,12-02-2025 23:11,,,
U100044,trial_started,2025-02-23 23:11:00,,,Web
U100044,subscription_started,2025-03-07 23:11:00,Enterprise,122.43,ios
U100045,landing_page_view,2025-05-11 20:26:00,,,web
U100045,signup_started,2025-05-13 18:26:00,,,ios
U100045,signup_completed,2025-05-13 23:27:00,,,Web
U100046,landing_page_view,2025-05-12 05:08:00,,,android
U100046,signup_started,2025-05-12 07:08:00,,,Web
U100046,signup_completed,2025-05-12 11:55:00,,,
U100046,workspace_created,2025-05-25 13:55:00,,,android
U100046,trial_started,2025-05-27 13:55:00,Pro,,
U100046,subscription_started,2025-06-17 13:55:00,Team,99.11,ios
U100048,landing_page_view,2025-05-16 16:43:00,,,Web
U100048,signup_started,2025-05-17 07:43:00,,,Web
U100048,signup_completed,2025-05-17 11:10:00,,,
U100048,workspace_created,2025-05-25 11:10:00,,,ios
U100049,landing_page_view,2025-04-19 16:12:00,,,ios
U100049,signup_started,2025-04-20 15:12:00,,,ios
U100049,signup_completed,2025-04-20 16:02:00,,,android
U100049,workspace_created,2025-04-20 18:02:00,,,ios
U100049,team_invite_sent,2025-04-29 18:02:00,,,web
U100050,landing_page_view,2025-03-15 01:31:00,,,android
U100050,signup_started,2025-03-15 07:31:00,,,android
U100050,signup_completed,2025-03-15 12:38:00,,,web
U100051,landing_page_view,2025-03-13 19:10:00,,,web
U100051,signup_started,2025-03-13 22:10:00,,,web
U100051,signup_completed,2025-03-14 00:54:00,,,android
U100052,landing_page_view,02-03-2025 23:16,,,ios
U100052,signup_started,2025-03-04 14:16:00,,,android
U100052,signup_completed,2025-03-04 16:55:00,,,
U100052,workspace_created,2025-03-07 14:55:00,,,
U100052,team_invite_sent,2025-03-15 14:55:00,,,android
U100052,trial_started,2025-03-29 14:55:00,Pro,,
U100054,landing_page_view,2025-05-25 16:12:00,,,android
U100054,signup_started,2025-05-26 23:12:00,,,web
U100054,signup_completed,2025-05-27 02:33:00,,,
U100054,workspace_created,2025-06-09 23:33:00,,,android
U100054,team_invite_sent,2025-06-09 23:33:00,,,ios
U100054,trial_started,2025-06-15 23:33:00,Enterprise,,android
U100056,landing_page_view,2025-05-14 22:23:00,,,
U100056,signup_started,2025-05-16 02:23:00,,,
U100057,landing_page_view,2025-04-03 05:40:00,,,
U100057,signup_started,2025-04-03 06:40:00,,,Web
U100057,signup_completed,2025-04-03 11:30:00,,,ios
U100060,landing_page_view,2025-04-25 12:41:00,,,Web
U100060,signup_started,2025-04-27 06:41:00,,,Web
U100060,signup_completed,2025-04-27 08:54:00,,,ios
U100062,landing_page_view,2025-01-20 20:37:00,,,Web
U100062,signup_started,22-01-2025 02:37,,,
U100062,signup_completed,2025-01-22 04:24:00,,,ios
U100064,landing_page_view,2025-01-24 13:09:00,,,Web
U100064,signup_started,2025-01-26 09:09:00,,,ios
U100065,landing_page_view,2025-05-09 08:34:00,,,
U100065,signup_started,2025-05-09 20:34:00,,,Web
U100065,signup_completed,2025-05-09 23:36:00,,,Web
U100065,workspace_created,2025-05-10 22:36:00,,,
U100066,landing_page_view,2025-03-15 13:14:00,,,web
U100066,signup_started,16-03-2025 00:14,,,
U100066,signup_completed,16-03-2025 05:36,,,android
U100068,landing_page_view,2025-02-01 20:32:00,,,ios
U100068,signup_started,2025-02-02 15:32:00,,,Web
U100068,signup_completed,02-02-2025 19:05,,,android
U100069,landing_page_view,2025-02-18 05:10:00,,,android
U100069,signup_started,2025-02-20 04:10:00,,,web
U100069,signup_completed,2025-02-20 10:05:00,,,Web
U100069,workspace_created,02-03-2025 08:05,,,web
U100070,landing_page_view,13-03-2025 03:29,,,web
U100070,signup_started,2025-03-13 15:29:00,,,web
U100070,signup_completed,2025-03-14 17:37:00,,,Web
U100070,workspace_created,22-03-2025 11:37,,,
U100070,team_invite_sent,2025-03-24 11:37:00,,,web
U100071,landing_page_view,08-02-2025 08:12,,,ios
U100071,signup_started,2025-02-09 04:12:00,,,ios
U100071,signup_completed,2025-02-09 04:44:00,,,web
U100072,landing_page_view,26-01-2025 23:06,,,android
U100072,signup_started,2025-01-27 05:06:00,,,android
U100072,signup_completed,2025-01-27 10:52:00,,,
U100073,landing_page_view,2025-05-18 16:29:00,,,web
U100073,signup_started,2025-05-19 20:29:00,,,ios
U100073,signup_completed,2025-05-20 00:26:00,,,ios
U100073,workspace_created,2025-05-24 23:26:00,,,Web
U100074,landing_page_view,2025-01-20 22:19:00,,,web
U100074,signup_started,21-01-2025 03:19,,,Web
U100074,signup_completed,2025-01-21 06:21:00,,,web
U100074,workspace_created,01-02-2025 02:21,,,web
U100074,team_invite_sent,03-02-2025 02:21,,,android
U100075,landing_page_view,2025-01-30 08:14:00,,,ios
U100075,signup_started,2025-01-31 11:14:00,,,
U100075,signup_completed,2025-01-31 15:58:00,,,web
U100076,landing_page_view,2025-06-04 23:55:00,,,
U100076,signup_started,2025-06-05 05:55:00,,,web
U100076,signup_completed,2025-06-05 06:35:00,,,ios
U100076,workspace_created,2025-06-08 19:35:00,,,web
U100077,landing_page_view,2025-04-17 03:37:00,,,ios
U100077,signup_started,2025-04-17 10:37:00,,,android
U100077,signup_completed,2025-04-17 10:56:00,,,web
U100078,landing_page_view,18-04-2025 05:59,,,
U100078,signup_started,2025-04-18 12:59:00,,,Web
U100078,signup_completed,2025-04-18 15:37:00,,,android
U100079,landing_page_view,2025-02-22 13:00:00,,,android
U100079,signup_started,2025-02-22 17:00:00,,,
U100079,signup_completed,2025-02-22 22:30:00,,,web
U100079,workspace_created,2025-03-06 08:30:00,,,
U100079,team_invite_sent,2025-03-07 08:30:00,,,ios
U100079,trial_started,2025-03-21 08:30:00,Free,,Web
U100079,subscription_started,06-04-2025 08:30,,125.18,Web
U100080,landing_page_view,2025-02-22 00:26:00,,,android
U100080,signup_started,22-02-2025 02:26,,,ios
U100080,signup_completed,2025-02-22 07:36:00,,,android
U100081,landing_page_view,09-02-2025 17:54,,,
U100081,signup_started,2025-02-10 03:54:00,,,web
U100081,signup_completed,2025-02-10 09:05:00,,,ios
U100082,landing_page_view,2025-04-23 02:19:00,,,Web
U100082,signup_started,2025-04-23 23:19:00,,,android
U100082,signup_completed,2025-04-24 03:56:00,,,web
U100082,workspace_created,2025-05-04 20:56:00,,,web
U100082,team_invite_sent,2025-05-13 20:56:00,,,Web
U100082,trial_started,2025-05-21 20:56:00,Pro,,web
U100085,landing_page_view,2025-04-30 18:25:00,,,
U100085,signup_started,2025-05-02 05:25:00,,,android
U100085,signup_completed,2025-05-02 08:39:00,,,Web
U100087,landing_page_view,2025-02-01 05:50:00,,,ios
U100087,signup_started,2025-02-02 19:50:00,,,Web
U100087,signup_completed,2025-02-02 20:47:00,,,android
U100087,workspace_created,2025-02-07 23:47:00,,,ios
U100087,team_invite_sent,2025-02-15 23:47:00,,,ios
U100087,trial_started,2025-02-25 23:47:00,,,
U100088,landing_page_view,2025-04-11 13:03:00,,,Web
U100088,signup_started,11-04-2025 15:03,,,android
U100088,signup_started,2025-04-11 15:03:00,,,web
U100089,landing_page_view,2025-06-07 22:28:00,,,
U100089,signup_started,2025-06-09 01:28:00,,,web
U100089,signup_completed,2025-06-09 05:21:00,,,ios
U100089,workspace_created,2025-06-20 22:21:00,,,Web
U100089,team_invite_sent,2025-06-22 22:21:00,,,ios
U100090,landing_page_view,2025-01-13 21:00:00,,,web
U100090,signup_started,2025-01-14 08:00:00,,,web
U100090,signup_completed,2025-01-14 12:53:00,,,
U100093,landing_page_view,2025-02-08 17:53:00,,,web
U100093,signup_started,2025-02-09 00:53:00,,,android
U100093,signup_completed,2025-02-09 03:18:00,,,web
U100093,workspace_created,2025-02-12 07:18:00,,,
U100093,team_invite_sent,2025-02-17 07:18:00,,,
U100096,landing_page_view,2025-02-16 17:13:00,,,ios
U100096,signup_started,16-02-2025 19:13,,,
U100096,signup_completed,2025-02-16 23:57:00,,,web
U100099,landing_page_view,2025-06-10 02:44:00,,,Web
U100099,signup_started,2025-06-10 14:44:00,,,android
U100099,signup_completed,2025-06-10 18:47:00,,,web
U100101,landing_page_view,2025-03-07 01:39:00,,,Web
U100101,signup_started,2025-03-08 06:39:00,,,Web
U100101,signup_completed,2025-03-08 09:10:00,,,Web
U100101,workspace_created,16-03-2025 03:10,,,
U100101,team_invite_sent,22-03-2025 03:10,,,Web
U100103,landing_page_view,2025-04-08 01:13:00,,,ios
U100103,signup_started,2025-04-09 03:13:00,,,web
U100103,signup_completed,2025-04-09 06:26:00,,,web
U100103,workspace_created,2025-04-20 11:26:00,,,
U100103,team_invite_sent,2025-04-23 11:26:00,,,
U100104,landing_page_view,2025-06-23 09:10:00,,,web
U100104,signup_started,2025-06-23 15:10:00,,,
U100104,signup_completed,2025-06-23 15:36:00,,,android
U100104,workspace_created,2025-07-06 15:36:00,,,android
U100104,team_invite_sent,2025-07-07 15:36:00,,,ios
U100107,landing_page_view,2025-06-28 10:14:00,,,android
U100107,signup_started,2025-06-29 07:14:00,,,web
U100107,signup_completed,2025-06-29 10:55:00,,,Web
U100107,workspace_created,2025-07-04 02:55:00,,,Web
U100107,team_invite_sent,2025-07-09 02:55:00,,,android
U100107,trial_started,19-07-2025 02:55,Enterprise,,
U100108,landing_page_view,2025-05-04 05:30:00,,,Web
U100108,signup_started,2025-05-06 03:30:00,,,android
U100108,signup_completed,2025-05-06 09:16:00,,,web
U100108,workspace_created,2025-05-11 14:16:00,,,web
U100108,team_invite_sent,2025-05-16 14:16:00,,,
U100108,trial_started,2025-05-16 14:16:00,Free,,ios
U100111,landing_page_view,2025-03-01 18:22:00,,,Web
U100111,signup_started,2025-03-03 15:22:00,,,
U100112,landing_page_view,2025-03-23 05:30:00,,,Web
U100112,signup_started,2025-03-24 17:30:00,,,
U100112,signup_completed,24-03-2025 20:05,,,web
U100112,workspace_created,29-03-2025 06:05,,,ios
U100113,landing_page_view,2025-02-03 02:09:00,,,web
U100113,signup_started,2025-02-05 23:09:00,,,
U100113,signup_completed,2025-02-06 01:54:00,,,android
U100114,landing_page_view,2025-06-07 09:33:00,,,web
U100114,signup_started,2025-06-08 20:33:00,,,android
U100114,signup_completed,08-06-2025 21:57,,,
U100114,workspace_created,2025-06-15 14:57:00,,,Web
U100114,team_invite_sent,2025-06-18 14:57:00,,,android
U100118,landing_page_view,2025-06-19 20:28:00,,,Web
U100118,signup_started,2025-06-21 04:28:00,,,web
U100118,signup_completed,2025-06-21 08:55:00,,,web
U100120,landing_page_view,2025-05-14 14:51:00,,,ios
U100120,signup_started,2025-05-16 10:51:00,,,Web
U100120,signup_completed,2025-05-16 11:29:00,,,
U100121,landing_page_view,2025-05-08 02:31:00,,,web
U100121,signup_started,2025-05-09 23:31:00,,,ios
U100121,signup_completed,2025-05-10 00:43:00,,,Web
U100122,landing_page_view,2025-01-22 04:16:00,,,android
U100122,signup_started,2025-01-22 22:16:00,,,Web
U100122,signup_completed,2025-01-23 02:50:00,,,
U100122,workspace_created,24-01-2025 12:50,,,
U100122,team_invite_sent,2025-01-26 12:50:00,,,Web
U100123,landing_page_view,2025-04-04 09:16:00,,,
U100123,signup_started,05-04-2025 03:16,,,web
U100123,signup_completed,2025-04-05 05:58:00,,,web
U100123,workspace_created,2025-04-16 13:58:00,,,ios
U100123,trial_started,2025-04-17 13:58:00,,,Web
U100124,landing_page_view,24-03-2025 23:51,,,
U100124,signup_started,2025-03-26 16:51:00,,,web
U100124,signup_completed,2025-03-26 18:52:00,,,Web
U100125,landing_page_view,2025-04-08 08:20:00,,,android
U100125,signup_started,2025-04-09 01:20:00,,,
U100125,signup_completed,2025-04-09 01:44:00,,,web
U100125,workspace_created,2025-04-17 02:44:00,,,ios
U100125,team_invite_sent,2025-04-26 02:44:00,,,Web
U100125,trial_started,03-05-2025 02:44,,,
U100125,subscription_started,20-05-2025 02:44,Pro,11.22,ios
U100126,landing_page_view,2025-06-19 04:11:00,,,web
U100126,signup_started,2025-06-19 20:11:00,,,Web
U100126,signup_completed,2025-06-19 22:12:00,,,android
U100126,workspace_created,2025-06-21 03:12:00,,,Web
U100126,team_invite_sent,2025-06-23 03:12:00,,,Web
U100128,landing_page_view,2025-05-02 01:36:00,,,android
U100128,signup_started,2025-05-02 14:36:00,,,Web
U100128,signup_completed,2025-05-02 19:43:00,,,Web
U100128,workspace_created,2025-05-03 06:43:00,,,ios
U100128,team_invite_sent,2025-05-05 06:43:00,,,
U100129,landing_page_view,2025-01-05 15:29:00,,,Web
U100129,signup_started,2025-01-07 11:29:00,,,ios
U100129,signup_completed,2025-01-07 14:40:00,,,Web
U100130,landing_page_view,2025-04-03 07:17:00,,,
U100130,signup_started,2025-04-04 02:17:00,,,web
U100130,signup_completed,2025-04-04 07:54:00,,,web
U100130,workspace_created,2025-04-07 14:54:00,,,
U100130,team_invite_sent,2025-04-10 14:54:00,,,Web
U100132,landing_page_view,2025-04-18 23:06:00,,,
U100132,signup_started,2025-04-19 20:06:00,,,ios
U100133,landing_page_view,2025-01-19 20:03:00,,,
U100133,signup_started,2025-01-20 15:03:00,,,ios
U100133,signup_completed,2025-01-20 19:15:00,,,Web
U100133,workspace_created,2025-01-24 02:15:00,,,Web
U100133,team_invite_sent,2025-01-27 02:15:00,,,web
U100134,landing_page_view,2025-01-08 16:04:00,,,Web
U100134,signup_started,2025-01-10 12:04:00,,,Web
U100134,signup_completed,2025-01-10 15:46:00,,,
U100137,landing_page_view,2025-02-09 05:36:00,,,android
U100137,signup_started,2025-02-10 10:36:00,,,android
U100137,signup_completed,2025-02-10 10:56:00,,,web
U100138,landing_page_view,2025-04-23 05:49:00,,,Web
U100138,signup_started,2025-04-24 17:49:00,,,
U100138,signup_completed,2025-04-24 19:59:00,,,Web
U100138,workspace_created,2025-04-26 13:59:00,,,ios
U100138,team_invite_sent,2025-05-02 13:59:00,,,ios
U100138,trial_started,2025-05-15 13:59:00,,,web
U100138,subscription_started,2025-05-18 13:59:00,Free,186.15,web
U100139,landing_page_view,2025-03-15 21:51:00,,,Web
U100139,signup_started,15-03-2025 23:51,,,Web
U100139,signup_completed,2025-03-16 03:09:00,,,Web
U100139,workspace_created,2025-03-27 14:09:00,,,web
U100139,team_invite_sent,2025-04-01 14:09:00,,,
U100140,landing_page_view,07-05-2025 01:45,,,web
U100140,signup_started,2025-05-08 15:45:00,,,web
U100140,signup_completed,08-05-2025 20:59,,,
U100140,workspace_created,2025-05-15 12:59:00,,,Web
U100140,team_invite_sent,2025-05-15 12:59:00,,,Web
U100140,trial_started,2025-05-18 12:59:00,Team,,android
U100140,subscription_started,2025-05-24 12:59:00,,54.81,web
U100142,landing_page_view,2025-04-02 01:11:00,,,web
U100142,signup_started,2025-04-02 20:11:00,,,
U100142,signup_completed,2025-04-02 21:40:00,,,Web
U100142,workspace_created,2025-04-14 19:40:00,,,android
U100142,team_invite_sent,2025-04-14 19:40:00,,,
U100143,landing_page_view,2025-02-05 17:45:00,,,Web
U100143,signup_started,2025-02-06 03:45:00,,,
U100143,signup_completed,2025-02-06 05:49:00,,,
U100143,workspace_created,2025-02-12 06:49:00,,,web
U100143,team_invite_sent,2025-02-12 06:49:00,,,Web
U100144,landing_page_view,2025-01-06 04:53:00,,,ios
U100144,signup_started,2025-01-06 18:53:00,,,
U100144,signup_completed,2025-01-06 20:58:00,,,web
U100145,landing_page_view,2025-06-21 03:13:00,,,ios
U100145,signup_started,2025-06-22 19:13:00,,,web
U100145,signup_completed,22-06-2025 23:52,,,
U100145,workspace_created,2025-07-05 13:52:00,,,ios
U100146,landing_page_view,2025-06-04 20:35:00,,,web
U100146,signup_started,2025-06-06 09:35:00,,,ios
U100146,signup_completed,2025-06-06 13:28:00,,,Web
U100146,workspace_created,2025-06-18 15:28:00,,,android
U100146,team_invite_sent,2025-06-25 15:28:00,,,Web
U100148,landing_page_view,2025-02-02 21:08:00,,,web
U100148,signup_started,2025-02-03 12:08:00,,,ios
U100148,signup_completed,2025-02-03 15:13:00,,,Web
U100148,workspace_created,2025-02-14 20:13:00,,,android
U100148,team_invite_sent,2025-02-22 20:13:00,,,ios
U100149,landing_page_view,2025-03-08 15:30:00,,,android
U100149,signup_started,2025-03-10 17:30:00,,,ios
U100149,signup_completed,2025-03-10 20:17:00,,,
U100150,landing_page_view,2025-03-12 12:17:00,,,ios
U100150,signup_started,13-03-2025 05:17,,,ios
U100150,signup_completed,2025-03-13 05:23:00,,,Web
U100150,workspace_created,2025-03-15 08:23:00,,,
U100150,team_invite_sent,2025-03-15 08:23:00,,,ios
U100151,landing_page_view,2025-03-15 17:13:00,,,
U100151,signup_started,2025-03-17 11:13:00,,,ios
U100151,signup_completed,2025-03-17 14:25:00,,,
U100152,landing_page_view,2025-03-31 22:34:00,,,
U100152,signup_started,2025-04-01 15:34:00,,,ios
U100152,signup_completed,2025-04-01 19:36:00,,,
U100152,workspace_created,2025-04-05 09:36:00,,,
U100154,landing_page_view,2025-02-03 20:14:00,,,ios
U100154,signup_started,05-02-2025 15:14,,,ios
U100154,signup_completed,2025-02-05 20:48:00,,,android
U100154,workspace_created,2025-02-12 22:48:00,,,
U100154,team_invite_sent,2025-02-15 22:48:00,,,web
U100157,landing_page_view,2025-04-16 05:40:00,,,ios
U100157,signup_started,2025-04-18 02:40:00,,,ios
U100157,signup_completed,2025-04-18 03:06:00,,,Web
U100159,landing_page_view,2025-03-07 02:33:00,,,Web
U100159,signup_started,2025-03-06 17:33:00,,,ios
U100159,signup_completed,2025-03-07 19:06:00,,,web
U100160,landing_page_view,2025-04-13 09:47:00,,,ios
U100160,signup_started,2025-04-15 03:47:00,,,Web
U100160,signup_completed,2025-04-15 08:03:00,,,web
U100161,landing_page_view,2025-02-23 18:45:00,,,Web
U100161,signup_started,2025-02-24 04:45:00,,,ios
U100161,signup_completed,2025-02-24 09:23:00,,,
U100161,workspace_created,03-03-2025 07:23,,,web
U100161,team_invite_sent,2025-03-05 07:23:00,,,
U100163,landing_page_view,2025-01-31 21:45:00,,,web
U100163,signup_started,2025-02-01 22:45:00,,,android
U100163,signup_completed,2025-02-02 01:57:00,,,ios
U100163,workspace_created,2025-02-03 19:57:00,,,
U100163,team_invite_sent,2025-02-04 19:57:00,,,android
U100164,landing_page_view,04-03-2025 10:00,,,ios
U100164,signup_started,2025-03-05 15:00:00,,,Web
U100164,signup_completed,2025-03-05 15:47:00,,,web
U100164,workspace_created,2025-03-14 08:47:00,,,
U100164,team_invite_sent,2025-03-23 08:47:00,,,android
U100164,trial_started,2025-03-25 08:47:00,Free,,ios
U100166,landing_page_view,2025-03-27 18:38:00,,,android
U100166,signup_started,2025-03-27 21:38:00,,,ios
U100166,signup_completed,2025-03-27 23:58:00,,,ios
U100166,workspace_created,2025-04-03 17:58:00,,,web
U100166,team_invite_sent,2025-04-05 17:58:00,,,web
U100167,landing_page_view,2025-02-08 15:31:00,,,Web
U100167,signup_started,2025-02-10 07:31:00,,,ios
U100167,signup_completed,2025-02-10 10:01:00,,,ios
U100168,landing_page_view,2025-04-07 12:07:00,,,Web
U100168,signup_started,2025-04-08 03:07:00,,,web
U100168,signup_completed,2025-04-08 05:08:00,,,ios
U100168,workspace_created,2025-04-13 05:08:00,,,android
U100168,trial_started,2025-04-23 05:08:00,,,web
U100168,subscription_started,2025-04-29 05:08:00,,151.92,
U100169,landing_page_view,2025-06-08 17:31:00,,,web
U100169,signup_started,07-06-2025 09:31,,,Web
U100169,signup_completed,2025-06-09 10:31:00,,,Web
U100170,landing_page_view,2025-02-01 01:41:00,,,android
U100170,signup_started,2025-02-02 04:41:00,,,web
U100170,signup_completed,2025-02-02 10:14:00,,,web
U100170,workspace_created,2025-02-12 03:14:00,,,ios
U100170,team_invite_sent,2025-02-15 03:14:00,,,
U100170,trial_started,2025-02-24 03:14:00,Free,,android
U100171,landing_page_view,2025-01-05 08:47:00,,,ios
U100171,signup_started,2025-01-06 12:47:00,,,web
U100171,signup_completed,2025-01-06 18:21:00,,,ios
U100171,workspace_created,2025-01-14 14:21:00,,,web
U100171,team_invite_sent,16-01-2025 14:21,,,android
U100171,trial_started,2025-01-19 14:21:00,Free,,web
